,default_chances,D,Greenspace,S urban cluster,S_green,entropy,chi2_statistic,p_value,world
189,[0.1 0.  0.1 0.5 0.  0.1 0.  0.  0. ],-1.962149842093909,0.2613,7386,5,0.5744122890951681,2279.1076,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 0. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
190,[0.1 0.  0.1 0.5 0.  0.5 0.  0.  0. ],-1.971890227617352,0.2012,7985,12,0.5020614834996714,3571.2576,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 1. 1.]]"
191,[0.1 0.  0.1 0.5 0.1 0.  0.  0.  0. ],-1.9525914428955824,0.3155,6824,9,0.6234308375003863,1361.61,4.6210489622814435e-298,"[[1. 1. 1. ... 1. 0. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
192,[0.1 0.  0.1 0.5 0.1 0.1 0.  0.  0. ],-1.96433007269275,0.2483,7517,5,0.5604597853694016,2534.1156,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 ...
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
193,[0.1 0.  0.1 0.5 0.1 0.5 0.  0.  0. ],-1.9732634771943869,0.1926,8074,6,0.48997110492725404,3779.7904,0.0,"[[1. 1. 1. ... 1. 1. 0.]
 [1. 1. 1. ... 0. 1. 0.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 0. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
194,[0.1 0.  0.1 0.5 0.5 0.  0.  0.  0. ],-1.9643633193959935,0.2481,7505,8,0.5602381382729085,2538.1444,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 0.]
 ...
 [1. 0. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
195,[0.1 0.  0.1 0.5 0.5 0.1 0.  0.  0. ],-1.969874559897886,0.2142,7858,5,0.5194684501972919,3267.2656,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
196,[0.1 0.  0.1 0.5 0.5 0.5 0.  0.  0. ],-1.9782846649604229,0.1595,8405,5,0.4388398345179582,4637.61,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
197,[0.1 0.  0.5 0.  0.  0.  0.  0.  0. ],-1.9165883394513377,0.4816,141,61,0.6924699076465994,13.5424,0.00023323395363073653,"[[0. 1. 0. ... 1. 0. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 1. 1. ... 1. 0. 1.]
 [0. 1. 0. ... 0. 0. 1.]
 [1. 1. 1. ... 0. 1. 1.]]"
198,[0.1 0.  0.5 0.  0.  0.1 0.  0.  0. ],-1.9608686180745214,0.2674,7315,17,0.5806556378874184,2164.1104,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 1. 1.]
 ...
 [0. 1. 0. ... 0. 0. 1.]
 [1. 0. 1. ... 1. 1. 0.]
 [1. 1. 1. ... 1. 0. 1.]]"
199,[0.1 0.  0.5 0.  0.  0.5 0.  0.  0. ],-1.9688669146176296,0.2192,7795,9,0.5258935619047391,3153.9456,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
200,[0.1 0.  0.5 0.  0.1 0.  0.  0.  0. ],-1.9454304188266176,0.3538,6356,10,0.6497673043067146,854.9776,6.017682837639469e-188,"[[0. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 0. 0. ... 1. 0. 1.]
 ...
 [0. 1. 0. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 0.]
 [0. 1. 0. ... 1. 1. 1.]]"
201,[0.1 0.  0.5 0.  0.1 0.1 0.  0.  0. ],-1.9613351211419474,0.2661,7339,7,0.5793411095081981,2188.3684,0.0,"[[1. 1. 1. ... 1. 1. 0.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 1. 1.]
 ...
 [1. 0. 1. ... 1. 0. 1.]
 [1. 0. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
202,[0.1 0.  0.5 0.  0.1 0.5 0.  0.  0. ],-1.9707936096453726,0.2084,7916,5,0.5118290600158995,3401.2224,0.0,"[[1. 1. 1. ... 1. 1. 0.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 ...
 [1. 1. 0. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
203,[0.1 0.  0.5 0.  0.5 0.  0.  0.  0. ],-1.9552997414245528,0.3007,6957,13,0.6114562444082179,1588.8196,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 0.]
 ...
 [0. 1. 0. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
204,[0.1 0.  0.5 0.  0.5 0.1 0.  0.  0. ],-1.965059464827805,0.2439,7561,7,0.5555338371957119,2623.4884,0.0,"[[0. 1. 1. ... 1. 1. 0.]
 [0. 0. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 ...
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
205,[0.1 0.  0.5 0.  0.5 0.5 0.  0.  0. ],-1.9734645373996038,0.1913,8087,5,0.48810249686167106,3811.8276,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
206,[0.1 0.  0.5 0.1 0.  0.  0.  0.  0. ],-1.931486318986747,0.4217,511,22,0.6808347852983607,245.2356,2.8389722891915454e-55,"[[1. 0. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 [0. 1. 0. ... 1. 0. 1.]
 ...
 [1. 1. 0. ... 0. 1. 0.]
 [0. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]]"
207,[0.1 0.  0.5 0.1 0.  0.1 0.  0.  0. ],-1.9606863457017885,0.2699,7299,8,0.583159352501275,2117.8404,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 0. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
208,[0.1 0.  0.5 0.1 0.  0.5 0.  0.  0. ],-1.9684349315240095,0.2232,7767,7,0.5309283600251168,3064.7296,0.0,"[[1. 0. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
209,[0.1 0.  0.5 0.1 0.1 0.  0.  0.  0. ],-1.9464738383642561,0.3482,6471,10,0.6463252419226313,921.7296,1.8540816196717863e-202,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 0.]
 [0. 1. 0. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 0. 1.]
 [1. 0. 0. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
210,[0.1 0.  0.5 0.1 0.1 0.1 0.  0.  0. ],-1.960977003752615,0.2682,7318,7,0.5814602887590357,2149.2496,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 ...
 [1. 0. 1. ... 1. 0. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
211,[0.1 0.  0.5 0.1 0.1 0.5 0.  0.  0. ],-1.9700811422626603,0.2129,7871,7,0.5177736927424385,3297.0564,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
212,[0.1 0.  0.5 0.1 0.5 0.  0.  0.  0. ],-1.9571446767185292,0.2903,7080,10,0.6024200792986524,1758.9636,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 0. 0. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]]"
213,[0.1 0.  0.5 0.1 0.5 0.1 0.  0.  0. ],-1.965092518082892,0.2437,7563,6,0.5553074456558049,2627.5876,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 0. ... 0. 0. 1.]
 ...
 [1. 1. 0. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
214,[0.1 0.  0.5 0.1 0.5 0.5 0.  0.  0. ],-1.9726427937395035,0.1966,8034,5,0.4956527427510572,3682.0624,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
215,[0.1 0.  0.5 0.5 0.  0.  0.  0.  0. ],-1.944230271748965,0.3589,5876,15,0.6527826671930759,796.3684,3.323828204826645e-175,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 [1. 0. 1. ... 0. 1. 1.]
 ...
 [1. 0. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 0.]
 [1. 1. 1. ... 0. 1. 1.]]"
216,[0.1 0.  0.5 0.5 0.  0.1 0.  0.  0. ],-1.9624202397258428,0.2597,7399,7,0.5727428926187413,2309.7636,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 ...
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
217,[0.1 0.  0.5 0.5 0.  0.5 0.  0.  0. ],-1.9689006251365533,0.2203,7796,6,0.5272873991911315,3129.2836,0.0,"[[1. 1. 1. ... 0. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
218,[0.1 0.  0.5 0.5 0.1 0.  0.  0.  0. ],-1.953028862703685,0.3131,6827,8,0.6215586114453698,1397.2644,8.258119460202776e-306,"[[1. 1. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 0. 0. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 ...
 [0. 1. 0. ... 1. 1. 0.]
 [1. 1. 0. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
219,[0.1 0.  0.5 0.5 0.1 0.1 0.  0.  0. ],-1.963830307870168,0.2513,7487,7,0.563758839119364,2474.0676,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 0. 0. ... 0. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
220,[0.1 0.  0.5 0.5 0.1 0.5 0.  0.  0. ],-1.9709356170100378,0.2075,7924,4,0.5106254651924431,3422.25,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 0. ... 0. 1. 1.]
 ...
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
221,[0.1 0.  0.5 0.5 0.5 0.  0.  0.  0. ],-1.9627742510898112,0.2576,7401,8,0.5705315937436319,2350.3104,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 0.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
222,[0.1 0.  0.5 0.5 0.5 0.1 0.  0.  0. ],-1.969076814582502,0.2192,7808,5,0.5258935619047391,3153.9456,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
223,[0.1 0.  0.5 0.5 0.5 0.5 0.  0.  0. ],-1.974572282395198,0.1841,8159,5,0.47755390049441504,3991.7124,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
224,[0.1 0.1 0.  0.  0.  0.  0.  0.  0. ],-1.856649292127795,0.6672,11,6635,0.6361438496276426,1118.2336,3.5970402900706272e-245,"[[0. 1. 0. ... 0. 0. 1.]
 [0. 0. 0. ... 0. 1. 0.]
 [0. 1. 0. ... 0. 1. 0.]
 ...
 [1. 0. 0. ... 1. 1. 1.]
 [0. 0. 1. ... 0. 0. 0.]
 [1. 0. 1. ... 1. 0. 1.]]"
225,[0.1 0.1 0.  0.  0.  0.1 0.  0.  0. ],-1.9264896444804147,0.4271,1937,1604,0.6824803793911182,212.5764,3.7651672195295704e-48,"[[0. 1. 1. ... 1. 0. 1.]
 [0. 1. 1. ... 0. 1. 0.]
 [1. 1. 1. ... 0. 1. 0.]
 ...
 [1. 1. 0. ... 1. 1. 0.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]]"
226,[0.1 0.1 0.  0.  0.  0.5 0.  0.  0. ],-1.9397996087304668,0.3677,5228,607,0.657720225191244,700.1316,2.7995412693729598e-154,"[[1. 0. 0. ... 0. 1. 0.]
 [1. 1. 1. ... 0. 0. 1.]
 [1. 1. 1. ... 1. 1. 0.]
 ...
 [0. 0. 0. ... 1. 0. 1.]
 [0. 0. 0. ... 0. 0. 0.]
 [1. 1. 0. ... 0. 1. 1.]]"
227,[0.1 0.1 0.  0.  0.1 0.  0.  0.  0. ],-1.9496800579854965,0.3307,6604,22,0.6346732575538441,1146.4996,2.586129317427809e-251,"[[1. 0. 0. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 1. 1.]
 ...
 [0. 0. 1. ... 0. 0. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 0.]]"
228,[0.1 0.1 0.  0.  0.1 0.1 0.  0.  0. ],-1.9684027506671933,0.2234,7764,6,0.5311776676345652,3060.3024,0.0,"[[1. 1. 1. ... 1. 1. 0.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 0. ... 0. 1. 1.]
 ...
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 0. 0.]]"
229,[0.1 0.1 0.  0.  0.1 0.5 0.  0.  0. ],-1.9789815635768135,0.1548,8451,6,0.4309456006861908,4766.5216,0.0,"[[1. 1. 0. ... 0. 0. 0.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 0.]]"
230,[0.1 0.1 0.  0.  0.5 0.  0.  0.  0. ],-1.9605799150792433,0.2695,7280,15,0.5827608943982217,2125.21,0.0,"[[1. 1. 1. ... 1. 1. 0.]
 [1. 1. 0. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [0. 0. 0. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 0. 0.]]"
231,[0.1 0.1 0.  0.  0.5 0.1 0.  0.  0. ],-1.969268738382836,0.218,7820,13,0.5243649481876823,3180.96,0.0,"[[0. 1. 1. ... 1. 1. 0.]
 [1. 1. 0. ... 1. 1. 0.]
 [1. 1. 1. ... 1. 0. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
232,[0.1 0.1 0.  0.  0.5 0.5 0.  0.  0. ],-1.9782697950268278,0.1596,8404,4,0.4390059925305315,4634.8864,0.0,"[[0. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 0. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
233,[0.1 0.1 0.  0.1 0.  0.  0.  0.  0. ],-1.9251933169308562,0.4484,703,26,0.6878125677599503,106.5024,5.722315778264503e-25,"[[1. 1. 1. ... 1. 1. 1.]
 [0. 0. 1. ... 0. 0. 1.]
 [1. 1. 0. ... 1. 0. 1.]
 ...
 [0. 1. 0. ... 0. 0. 1.]
 [1. 1. 0. ... 0. 1. 1.]
 [1. 0. 1. ... 1. 0. 1.]]"
234,[0.1 0.1 0.  0.1 0.  0.1 0.  0.  0. ],-1.9628234435900382,0.2571,7424,7,0.5700016997522457,2360.0164,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 0.]
 [1. 1. 0. ... 1. 1. 1.]
 ...
 [1. 1. 0. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 1. 0.]
 [0. 1. 1. ... 0. 1. 0.]]"
235,[0.1 0.1 0.  0.1 0.  0.5 0.  0.  0. ],-1.9737845205028206,0.189,8105,10,0.48476970124826474,3868.84,0.0,"[[1. 1. 1. ... 1. 1. 0.]
 [1. 1. 0. ... 1. 1. 0.]
 [1. 1. 0. ... 0. 1. 1.]
 ...
 [1. 0. 1. ... 0. 1. 1.]
 [0. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
236,[0.1 0.1 0.  0.1 0.1 0.  0.  0.  0. ],-1.9476159441768939,0.3424,6521,10,0.6426145643401957,993.5104,4.622485943360158e-218,"[[1. 1. 1. ... 0. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 0. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
237,[0.1 0.1 0.  0.1 0.1 0.1 0.  0.  0. ],-1.9636632744895741,0.2523,7477,5,0.564847874902407,2454.2116,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 ...
 [1. 1. 1. ... 0. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 1. 1.]]"
238,[0.1 0.1 0.  0.1 0.1 0.5 0.  0.  0. ],-1.974862973935743,0.1822,8178,4,0.4747131074212686,4039.8736,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 0. 0. 1.]
 [1. 0. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
239,[0.1 0.1 0.  0.1 0.5 0.  0.  0.  0. ],-1.9604108569204042,0.2711,7275,12,0.5843498580735995,2095.8084,0.0,"[[1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 ...
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]]"
240,[0.1 0.1 0.  0.1 0.5 0.1 0.  0.  0. ],-1.9684188421314213,0.2233,7766,5,0.5310530426587354,3062.5156,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 0.]]"
241,[0.1 0.1 0.  0.1 0.5 0.5 0.  0.  0. ],-1.9776884832370603,0.1635,8365,5,0.4454283707249032,4529.29,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
242,[0.1 0.1 0.  0.5 0.  0.  0.  0.  0. ],-1.9391781060084614,0.3843,5294,17,0.6661300003542812,535.4596,1.8331356756589326e-118,"[[1. 1. 1. ... 0. 0. 1.]
 [1. 1. 1. ... 1. 0. 0.]
 [1. 0. 1. ... 1. 1. 0.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 1.]]"
243,[0.1 0.1 0.  0.5 0.  0.1 0.  0.  0. ],-1.9615732972274575,0.2647,7347,6,0.5779157848807869,2214.6436,0.0,"[[1. 1. 0. ... 1. 1. 1.]
 [1. 1. 0. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
244,[0.1 0.1 0.  0.5 0.  0.5 0.  0.  0. ],-1.9701731520294798,0.2121,7876,7,0.5167257551985359,3315.4564,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 0. 1. 1.]
 ...
 [0. 1. 0. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 0. 0.]]"
245,[0.1 0.1 0.  0.5 0.1 0.  0.  0.  0. ],-1.9509907943469504,0.3244,6702,10,0.6301416751059025,1233.4144,3.338106954590091e-270,"[[0. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 ...
 [1. 1. 1. ... 1. 0. 1.]
 [1. 0. 0. ... 1. 0. 1.]
 [0. 1. 0. ... 1. 1. 1.]]"
246,[0.1 0.1 0.  0.5 0.1 0.1 0.  0.  0. ],-1.9635796740069889,0.2528,7472,7,0.5653904040569843,2444.3136,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 ...
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
247,[0.1 0.1 0.  0.5 0.1 0.5 0.  0.  0. ],-1.9723936546452698,0.1982,8017,4,0.4978969457952718,3643.3296,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 0. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
248,[0.1 0.1 0.  0.5 0.5 0.  0.  0.  0. ],-1.96199641059266,0.262,7371,7,0.575138476441581,2265.76,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]]"
249,[0.1 0.1 0.  0.5 0.5 0.1 0.  0.  0. ],-1.9685474993109802,0.2225,7774,5,0.5300539656232264,3080.25,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 0. ... 1. 0. 1.]
 ...
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 0. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
250,[0.1 0.1 0.  0.5 0.5 0.5 0.  0.  0. ],-1.9759432971333584,0.1751,8249,5,0.46388146493381255,4222.4004,0.0,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 0. 1. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
251,[0.1 0.1 0.1 0.  0.  0.  0.  0.  0. ],-1.8979114181159145,0.5528,25,376,0.6875610913226186,111.5136,4.5666182657187507e-26,"[[1. 1. 0. ... 1. 1. 1.]
 [1. 0. 1. ... 0. 0. 0.]
 [0. 0. 1. ... 1. 1. 1.]
 ...
 [1. 1. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 1. 0. 1.]
 [1. 1. 1. ... 1. 0. 1.]]"
